Iteration	access_egress_pt_travel	access_egress_pt_wait	bike_travel	bike_wait	car_travel	car_wait	freight_travel	freight_wait	pt_travel	pt_wait	ride_travel	ride_wait	ride_school_bus_travel	ride_school_bus_wait	ride_taxi_travel	ride_taxi_wait	stageActivity_travel	stageActivity_wait	walk_travel	walk_wait
111	112.89277777777778	0.0	919.5797222222222	0.0	11287.048888888889	0.0	272.4036111111111	0.0	558.9813888888889	358.5588888888889	3929.2213888888887	0.0	105.7063888888889	0.0	134.22083333333333	0.0	0.0	0.0	14277.593333333334	0.0
112	104.81777777777778	0.0	991.9713888888889	0.0	11260.257222222222	0.0	272.03694444444443	0.0	578.0702777777777	355.0275	3919.8016666666667	0.0	106.10388888888889	0.0	160.93583333333333	0.0	0.0	0.0	14265.413055555555	0.0
113	116.47722222222222	0.0	1078.4497222222221	0.0	11240.400277777779	0.0	274.4688888888889	0.0	562.2302777777778	363.86583333333334	3936.134722222222	0.0	106.06194444444445	0.0	140.03444444444443	0.0	0.0	0.0	14364.510277777777	0.0
114	115.64694444444444	0.0	952.1180555555555	0.0	11256.380833333333	0.0	272.24194444444447	0.0	571.8355555555555	342.47583333333336	3932.5969444444445	0.0	106.53666666666666	0.0	146.39888888888888	0.0	0.0	0.0	14343.744722222222	0.0
115	110.06555555555556	0.0	1032.5436111111112	0.0	11220.900833333333	0.0	270.9263888888889	0.0	556.0419444444444	363.58166666666665	3948.875	0.0	107.27222222222223	0.0	147.87222222222223	0.0	0.0	0.0	14247.412777777778	0.0
116	104.75138888888888	0.0	907.9244444444445	0.0	11281.880277777778	0.0	270.90833333333336	0.0	584.6155555555556	352.3327777777778	3926.1941666666667	0.0	106.09027777777777	0.0	148.85666666666665	0.0	0.0	0.0	14189.918333333333	0.0
117	123.77944444444445	0.0	933.1744444444445	0.0	11259.843333333334	0.0	271.3977777777778	0.0	581.6805555555555	372.77222222222224	3933.8625	0.0	106.4713888888889	0.0	153.60666666666665	0.0	0.0	0.0	14197.501666666667	0.0
118	110.93805555555555	0.0	938.9980555555555	0.0	11279.097777777777	0.0	283.8186111111111	0.0	543.6675	351.6336111111111	3951.8655555555556	0.0	105.35638888888889	0.0	146.36138888888888	0.0	0.0	0.0	14207.795555555556	0.0
119	116.06055555555555	0.0	1000.1275	0.0	11288.103888888889	0.0	280.0375	0.0	571.7272222222222	364.6986111111111	3933.1530555555555	0.0	106.3086111111111	0.0	142.00083333333333	0.0	0.0	0.0	14316.317777777778	0.0
120	105.27944444444445	0.0	929.8411111111111	0.0	11290.342777777778	0.0	275.2161111111111	0.0	566.4211111111111	343.42083333333335	3960.9908333333333	0.0	104.43	0.0	134.38611111111112	0.0	0.0	0.0	14083.735555555555	0.0
121	101.8925	0.0	882.1238888888889	0.0	11294.746944444445	0.0	280.44194444444446	0.0	514.5577777777778	314.51194444444445	3950.652777777778	0.0	104.92194444444445	0.0	147.32833333333335	0.0	0.0	0.0	14197.208611111111	0.0
122	93.80388888888889	0.0	938.6811111111111	0.0	11248.324722222222	0.0	271.88388888888886	0.0	508.26222222222225	305.25666666666666	3988.8902777777776	0.0	106.17416666666666	0.0	135.22972222222222	0.0	0.0	0.0	14365.344722222222	0.0
123	95.00444444444445	0.0	891.3411111111111	0.0	11253.85	0.0	272.48527777777775	0.0	502.7108333333333	296.6711111111111	4001.548888888889	0.0	105.97694444444444	0.0	139.04083333333332	0.0	0.0	0.0	14132.968611111111	0.0
124	106.90805555555555	0.0	941.4022222222222	0.0	11240.293055555556	0.0	272.8963888888889	0.0	518.4752777777778	322.2583333333333	3993.626388888889	0.0	106.34972222222223	0.0	137.2575	0.0	0.0	0.0	14260.772222222222	0.0
125	120.49805555555555	0.0	927.7847222222222	0.0	11254.3625	0.0	270.4313888888889	0.0	542.1552777777778	325.22805555555556	3960.572222222222	0.0	107.65666666666667	0.0	138.92555555555555	0.0	0.0	0.0	14202.8225	0.0
126	121.04527777777778	0.0	979.3425	0.0	11224.643055555556	0.0	271.21527777777777	0.0	565.9066666666666	359.59944444444443	3967.991111111111	0.0	107.09194444444445	0.0	130.71305555555554	0.0	0.0	0.0	14263.0825	0.0
127	112.88638888888889	0.0	938.4816666666667	0.0	11212.41	0.0	274.40194444444444	0.0	571.4525	379.42555555555555	3945.0580555555557	0.0	105.90333333333334	0.0	144.3036111111111	0.0	0.0	0.0	14539.203611111112	0.0
128	88.0225	0.0	970.3672222222223	0.0	12470.106666666667	0.0	269.9741666666667	0.0	515.1675	313.01972222222224	3784.9419444444443	0.0	100.12416666666667	0.0	110.42833333333333	0.0	0.0	0.0	14074.799722222222	0.0
129	106.09361111111112	0.0	991.9347222222223	0.0	11227.325833333334	0.0	269.0908333333333	0.0	511.2836111111111	307.45	3938.1680555555554	0.0	104.385	0.0	143.4752777777778	0.0	0.0	0.0	14212.977222222222	0.0
130	103.26305555555555	0.0	1017.9355555555555	0.0	11204.728055555555	0.0	268.0275	0.0	516.725	302.2063888888889	3977.6505555555555	0.0	103.99	0.0	134.38	0.0	0.0	0.0	14221.714444444444	0.0
131	91.06055555555555	0.0	942.5030555555555	0.0	11232.359166666667	0.0	270.1022222222222	0.0	532.2544444444444	290.69416666666666	3969.803888888889	0.0	102.9113888888889	0.0	148.67666666666668	0.0	0.0	0.0	14041.043055555556	0.0
132	99.97583333333333	0.0	893.9408333333333	0.0	11235.884166666667	0.0	270.23527777777775	0.0	549.5077777777777	306.2033333333333	3945.072777777778	0.0	103.605	0.0	115.63916666666667	0.0	0.0	0.0	14209.919722222223	0.0
133	99.2425	0.0	988.305	0.0	11221.513055555555	0.0	269.43416666666667	0.0	521.2541666666667	298.34194444444444	3960.9841666666666	0.0	103.72472222222223	0.0	143.92166666666665	0.0	0.0	0.0	14024.63	0.0
134	99.78527777777778	0.0	889.9327777777778	0.0	11246.872222222222	0.0	270.2536111111111	0.0	506.22083333333336	327.9602777777778	3957.12	0.0	104.69027777777778	0.0	140.1611111111111	0.0	0.0	0.0	14073.836388888889	0.0
135	98.29694444444445	0.0	962.2233333333334	0.0	11205.144444444444	0.0	270.86027777777775	0.0	492.4586111111111	306.5541666666667	3977.4130555555557	0.0	105.22083333333333	0.0	146.3436111111111	0.0	0.0	0.0	14046.53	0.0
136	101.9786111111111	0.0	982.3041666666667	0.0	11197.798888888889	0.0	272.3147222222222	0.0	534.9413888888889	305.3877777777778	3989.2033333333334	0.0	105.91388888888889	0.0	129.69666666666666	0.0	0.0	0.0	14130.926944444445	0.0
137	106.75166666666667	0.0	1003.4716666666667	0.0	11192.990277777777	0.0	273.97083333333336	0.0	519.5905555555555	308.99583333333334	3981.8263888888887	0.0	106.8925	0.0	146.36805555555554	0.0	0.0	0.0	14212.915833333333	0.0
138	104.23083333333334	0.0	955.655	0.0	11200.634166666667	0.0	272.16194444444443	0.0	521.5322222222222	278.1508333333333	3994.887777777778	0.0	106.56055555555555	0.0	134.87583333333333	0.0	0.0	0.0	14186.230277777779	0.0
139	97.88916666666667	0.0	1005.3152777777777	0.0	11192.1925	0.0	272.1413888888889	0.0	507.4825	305.51944444444445	4004.1358333333333	0.0	106.30416666666666	0.0	139.1225	0.0	0.0	0.0	14057.3375	0.0
140	91.67472222222223	0.0	969.4119444444444	0.0	11220.771388888888	0.0	272.64222222222224	0.0	507.39444444444445	288.67805555555555	4001.599722222222	0.0	105.66472222222222	0.0	140.49583333333334	0.0	0.0	0.0	13908.727777777778	0.0
141	120.61888888888889	0.0	946.9255555555555	0.0	11210.066388888888	0.0	272.2286111111111	0.0	548.6397222222222	349.5183333333333	3978.4880555555555	0.0	105.78472222222223	0.0	145.56944444444446	0.0	0.0	0.0	14073.611388888889	0.0
142	94.37972222222223	0.0	1013.8327777777778	0.0	11171.0825	0.0	271.65055555555557	0.0	521.4902777777778	292.3772222222222	3962.6305555555555	0.0	106.24	0.0	163.97972222222222	0.0	0.0	0.0	14258.378055555555	0.0
143	93.43333333333334	0.0	969.5038888888889	0.0	11198.73111111111	0.0	269.43638888888887	0.0	490.2583333333333	314.7388888888889	3998.035277777778	0.0	106.29666666666667	0.0	141.45333333333335	0.0	0.0	0.0	14035.531111111111	0.0
144	111.37027777777777	0.0	1020.3688888888889	0.0	11181.855833333333	0.0	268.50194444444446	0.0	498.1625	346.58916666666664	4004.400833333333	0.0	105.12972222222223	0.0	141.77083333333334	0.0	0.0	0.0	13859.751944444444	0.0
145	98.7775	0.0	994.6811111111111	0.0	11189.674444444445	0.0	268.71944444444443	0.0	481.7416666666667	279.7108333333333	4010.9955555555557	0.0	105.39472222222223	0.0	124.27944444444445	0.0	0.0	0.0	14083.9275	0.0
146	97.25	0.0	1035.221388888889	0.0	11206.374444444444	0.0	267.5230555555556	0.0	510.34694444444443	282.4747222222222	3998.7541666666666	0.0	105.57472222222222	0.0	132.26305555555555	0.0	0.0	0.0	13972.454444444444	0.0
147	80.62972222222223	0.0	951.5202777777778	0.0	12473.868888888888	0.0	265.62805555555553	0.0	509.9302777777778	300.6325	3793.8683333333333	0.0	98.85194444444444	0.0	96.35916666666667	0.0	0.0	0.0	13937.240833333333	0.0
148	106.35	0.0	1001.455	0.0	11217.0375	0.0	266.29555555555555	0.0	541.8138888888889	320.3386111111111	3919.5152777777776	0.0	100.9113888888889	0.0	133.06944444444446	0.0	0.0	0.0	13996.6775	0.0
149	93.74944444444445	0.0	1053.27	0.0	12332.413055555555	0.0	266.95916666666665	0.0	497.4922222222222	303.0275	3756.4769444444446	0.0	94.25	0.0	101.15388888888889	0.0	0.0	0.0	13958.031944444445	0.0
150	95.505	0.0	1047.6530555555555	0.0	11247.951666666666	0.0	266.44388888888886	0.0	507.02166666666665	317.5441666666667	3878.288888888889	0.0	99.46722222222222	0.0	132.12	0.0	0.0	0.0	13989.553055555556	0.0
151	95.625	0.0	1021.4191666666667	0.0	11227.592222222222	0.0	265.5622222222222	0.0	519.6480555555555	318.70722222222224	3890.525277777778	0.0	101.3225	0.0	146.23416666666665	0.0	0.0	0.0	13868.754722222222	0.0
152	88.21916666666667	0.0	1015.8058333333333	0.0	11235.329166666666	0.0	265.4963888888889	0.0	482.0852777777778	282.52472222222224	3916.363888888889	0.0	102.30277777777778	0.0	132.3275	0.0	0.0	0.0	13854.770833333334	0.0
153	94.79	0.0	998.9936111111111	0.0	11229.153888888888	0.0	263.82722222222225	0.0	446.0111111111111	283.7158333333333	3958.776388888889	0.0	102.09166666666667	0.0	131.16222222222223	0.0	0.0	0.0	13754.102222222222	0.0
154	121.97611111111111	0.0	855.1236111111111	0.0	11229.834444444445	0.0	265.1636111111111	0.0	501.5875	312.9816666666667	3951.6766666666667	0.0	102.1825	0.0	134.34333333333333	0.0	0.0	0.0	14029.329444444444	0.0
155	82.50638888888889	0.0	1041.5455555555557	0.0	11213.484722222222	0.0	268.5925	0.0	461.28555555555556	258.65527777777777	3981.105	0.0	104.36972222222222	0.0	124.0625	0.0	0.0	0.0	13938.903333333334	0.0
156	98.11027777777778	0.0	1031.5791666666667	0.0	11221.830277777777	0.0	266.93833333333333	0.0	494.68416666666667	300.7586111111111	3945.803888888889	0.0	103.43833333333333	0.0	138.34194444444444	0.0	0.0	0.0	13885.503055555555	0.0
157	94.71305555555556	0.0	916.785	0.0	11231.038333333334	0.0	265.52944444444444	0.0	468.8175	291.00083333333333	3948.0758333333333	0.0	104.7286111111111	0.0	143.0872222222222	0.0	0.0	0.0	13890.311944444444	0.0
158	75.85666666666667	0.0	1053.4027777777778	0.0	11200.047222222222	0.0	264.78583333333336	0.0	470.81444444444446	286.39916666666664	3968.3502777777776	0.0	104.16166666666666	0.0	133.78472222222223	0.0	0.0	0.0	13858.488055555556	0.0
159	100.4825	0.0	1058.986388888889	0.0	11197.252777777778	0.0	266.40444444444444	0.0	480.11083333333335	295.73583333333335	3981.6025	0.0	104.70333333333333	0.0	118.95111111111112	0.0	0.0	0.0	14005.978333333333	0.0
160	115.11305555555556	0.0	992.5622222222222	0.0	11192.980555555556	0.0	263.8825	0.0	467.3327777777778	304.8641666666667	3974.3455555555556	0.0	106.00916666666667	0.0	140.32416666666666	0.0	0.0	0.0	13950.66111111111	0.0
161	74.98611111111111	0.0	1038.1472222222221	0.0	12527.18611111111	0.0	266.01444444444445	0.0	442.4825	266.0375	3764.1305555555555	0.0	96.26305555555555	0.0	95.03527777777778	0.0	0.0	0.0	13995.93888888889	0.0
162	72.51583333333333	0.0	947.6525	0.0	11266.345833333333	0.0	265.6875	0.0	451.5522222222222	267.58166666666665	3914.1091666666666	0.0	100.80611111111111	0.0	127.37527777777778	0.0	0.0	0.0	13911.610833333334	0.0
163	76.93166666666667	0.0	1061.0422222222223	0.0	11223.819444444445	0.0	265.02666666666664	0.0	437.76416666666665	258.29305555555555	3916.7825	0.0	99.69416666666666	0.0	139.46083333333334	0.0	0.0	0.0	13922.673888888889	0.0
164	97.95027777777777	0.0	1054.7094444444444	0.0	11203.835	0.0	264.4888888888889	0.0	502.93694444444446	304.4144444444444	3910.5022222222224	0.0	103.59916666666666	0.0	147.2136111111111	0.0	0.0	0.0	13970.778055555556	0.0
165	87.30305555555556	0.0	995.2105555555555	0.0	11219.299722222222	0.0	264.1525	0.0	461.37333333333333	301.9511111111111	3907.463333333333	0.0	102.05055555555556	0.0	151.59083333333334	0.0	0.0	0.0	13842.76861111111	0.0
166	100.8236111111111	0.0	1059.9422222222222	0.0	11205.745555555555	0.0	262.2322222222222	0.0	490.3475	268.37	3930.831388888889	0.0	101.90305555555555	0.0	138.92916666666667	0.0	0.0	0.0	13810.495	0.0
167	87.85277777777777	0.0	987.5322222222222	0.0	11229.898888888889	0.0	262.53472222222223	0.0	473.5575	288.8861111111111	3963.6272222222224	0.0	101.56555555555556	0.0	125.185	0.0	0.0	0.0	13659.200833333334	0.0
168	94.94944444444444	0.0	1015.2394444444444	0.0	11210.215	0.0	262.62416666666667	0.0	466.2841666666667	285.30944444444447	3922.836111111111	0.0	101.39777777777778	0.0	140.4075	0.0	0.0	0.0	13832.666111111112	0.0
169	83.03055555555555	0.0	1100.6008333333334	0.0	11219.660555555556	0.0	261.71777777777777	0.0	479.5511111111111	313.4675	3903.5730555555556	0.0	101.51694444444445	0.0	129.1313888888889	0.0	0.0	0.0	13887.44	0.0
170	94.05805555555555	0.0	1039.6566666666668	0.0	11268.174722222222	0.0	262.0397222222222	0.0	449.5202777777778	273.1802777777778	3921.452222222222	0.0	102.54027777777777	0.0	132.62666666666667	0.0	0.0	0.0	13729.371111111112	0.0
171	101.75527777777778	0.0	1074.6383333333333	0.0	11189.7025	0.0	261.05	0.0	492.7552777777778	291.5002777777778	3966.9211111111113	0.0	101.78111111111112	0.0	117.23055555555555	0.0	0.0	0.0	13807.560555555556	0.0
172	88.69166666666666	0.0	1152.9952777777778	0.0	11170.904444444444	0.0	261.8152777777778	0.0	467.44944444444445	298.87194444444447	3955.6272222222224	0.0	103.09083333333334	0.0	141.2275	0.0	0.0	0.0	13889.988055555556	0.0
173	100.65777777777778	0.0	1016.0908333333333	0.0	11221.301666666666	0.0	262.2441666666667	0.0	464.7786111111111	282.78444444444443	3961.5080555555555	0.0	102.93611111111112	0.0	138.08777777777777	0.0	0.0	0.0	13678.913611111111	0.0
174	85.02	0.0	1021.835	0.0	11188.89138888889	0.0	261.94	0.0	459.8925	292.50888888888886	3976.5447222222224	0.0	102.88666666666667	0.0	141.41	0.0	0.0	0.0	13894.659166666666	0.0
175	93.67472222222223	0.0	1066.2647222222222	0.0	11195.1775	0.0	262.0863888888889	0.0	454.6791666666667	272.59222222222223	3974.731388888889	0.0	103.28055555555555	0.0	124.19722222222222	0.0	0.0	0.0	13832.420833333334	0.0
176	109.72361111111111	0.0	995.0638888888889	0.0	11212.317777777778	0.0	265.2113888888889	0.0	441.545	269.0108333333333	3975.9244444444444	0.0	103.12305555555555	0.0	126.705	0.0	0.0	0.0	13531.704444444444	0.0
177	85.3225	0.0	1000.5141666666667	0.0	11205.104166666666	0.0	263.64666666666665	0.0	455.5097222222222	269.6575	3971.889166666667	0.0	103.74083333333333	0.0	129.89416666666668	0.0	0.0	0.0	13720.858055555556	0.0
178	88.83083333333333	0.0	966.6538888888889	0.0	11186.638611111111	0.0	265.1302777777778	0.0	483.6308333333333	272.1688888888889	3981.0875	0.0	103.49444444444444	0.0	131.7072222222222	0.0	0.0	0.0	13673.069444444445	0.0
179	97.91722222222222	0.0	1048.4686111111112	0.0	11212.533611111112	0.0	265.01166666666666	0.0	448.91333333333336	288.42583333333334	3964.2941666666666	0.0	103.34583333333333	0.0	122.89166666666667	0.0	0.0	0.0	13639.038611111111	0.0
180	95.80777777777777	0.0	1069.3075	0.0	11237.166388888889	0.0	264.99	0.0	430.0786111111111	258.6277777777778	3961.468888888889	0.0	102.23138888888889	0.0	138.5	0.0	0.0	0.0	13738.3425	0.0
181	107.64833333333333	0.0	929.4641666666666	0.0	11201.209166666667	0.0	266.7752777777778	0.0	457.7786111111111	267.56583333333333	3993.5383333333334	0.0	102.79694444444445	0.0	143.0363888888889	0.0	0.0	0.0	13648.127777777778	0.0
182	82.53138888888888	0.0	1032.8366666666666	0.0	11184.756111111112	0.0	264.93611111111113	0.0	423.03833333333336	248.77194444444444	3993.658611111111	0.0	103.03111111111112	0.0	135.67166666666665	0.0	0.0	0.0	13739.713055555556	0.0
183	113.10861111111112	0.0	1030.0808333333334	0.0	11178.678055555556	0.0	265.1097222222222	0.0	425.38388888888886	326.3516666666667	3997.9636111111113	0.0	101.42	0.0	121.61111111111111	0.0	0.0	0.0	13724.614444444445	0.0
184	94.89138888888888	0.0	1014.1258333333334	0.0	11183.820555555556	0.0	264.3097222222222	0.0	410.6166666666667	275.67055555555555	3988.4444444444443	0.0	101.51805555555555	0.0	128.07333333333332	0.0	0.0	0.0	13773.852222222222	0.0
185	89.21805555555555	0.0	1063.5605555555555	0.0	11192.822222222223	0.0	265.11027777777775	0.0	399.49861111111113	239.9586111111111	4013.0044444444443	0.0	102.84861111111111	0.0	130.35833333333332	0.0	0.0	0.0	13642.64	0.0
186	64.46694444444445	0.0	941.7563888888889	0.0	11205.329166666666	0.0	262.925	0.0	396.7963888888889	218.94722222222222	4029.7405555555556	0.0	102.32638888888889	0.0	125.65388888888889	0.0	0.0	0.0	13593.840555555556	0.0
187	99.1475	0.0	986.5866666666667	0.0	11230.685	0.0	264.90277777777777	0.0	449.6425	278.2241666666667	3981.8552777777777	0.0	104.91694444444444	0.0	125.59166666666667	0.0	0.0	0.0	13591.23	0.0
188	83.14	0.0	1003.8638888888889	0.0	11214.642777777777	0.0	264.1136111111111	0.0	428.6686111111111	248.76222222222222	3980.1466666666665	0.0	104.89194444444445	0.0	134.255	0.0	0.0	0.0	13510.685277777779	0.0
189	82.30638888888889	0.0	1066.0208333333333	0.0	11216.45	0.0	263.4402777777778	0.0	433.20194444444445	263.7397222222222	3976.833611111111	0.0	104.4088888888889	0.0	116.11277777777778	0.0	0.0	0.0	13588.146111111111	0.0
190	60.91694444444445	0.0	1024.1619444444445	0.0	11208.485555555555	0.0	261.6358333333333	0.0	387.34055555555557	202.34472222222223	4011.74	0.0	102.49333333333334	0.0	145.45138888888889	0.0	0.0	0.0	13473.164444444445	0.0
191	83.18777777777778	0.0	1046.418888888889	0.0	11170.975	0.0	261.0211111111111	0.0	430.81444444444446	275.3616666666667	4004.885	0.0	104.44361111111111	0.0	133.49277777777777	0.0	0.0	0.0	13506.074444444444	0.0
192	89.03777777777778	0.0	1055.7030555555555	0.0	11174.875277777777	0.0	259.9291666666667	0.0	387.2613888888889	218.67194444444445	4031.4691666666668	0.0	104.63861111111112	0.0	123.21305555555556	0.0	0.0	0.0	13732.664444444445	0.0
193	79.18166666666667	0.0	1002.1958333333333	0.0	11170.910555555556	0.0	263.4013888888889	0.0	391.0447222222222	240.745	4039.2533333333336	0.0	103.97944444444444	0.0	130.45055555555555	0.0	0.0	0.0	13578.81111111111	0.0
194	70.81083333333333	0.0	997.1116666666667	0.0	11162.003055555555	0.0	263.18583333333333	0.0	406.1463888888889	215.42111111111112	4035.575277777778	0.0	104.6036111111111	0.0	127.72527777777778	0.0	0.0	0.0	13398.111111111111	0.0
195	80.31777777777778	0.0	1129.1952777777778	0.0	11127.4575	0.0	266.9163888888889	0.0	408.40722222222223	253.89583333333334	4028.2166666666667	0.0	104.56333333333333	0.0	139.555	0.0	0.0	0.0	13655.461666666666	0.0
196	79.12361111111112	0.0	1004.5841666666666	0.0	11187.9525	0.0	264.7636111111111	0.0	441.6813888888889	277.56083333333333	4012.4675	0.0	106.33611111111111	0.0	122.83361111111111	0.0	0.0	0.0	13566.633055555556	0.0
197	90.5975	0.0	1077.618888888889	0.0	11178.287777777778	0.0	264.80361111111114	0.0	421.665	264.4869444444444	4002.465833333333	0.0	106.975	0.0	137.09916666666666	0.0	0.0	0.0	13620.217777777778	0.0
198	76.93166666666667	0.0	1048.9975	0.0	11168.405555555555	0.0	265.12083333333334	0.0	410.1069444444444	255.3647222222222	4020.9847222222224	0.0	106.26944444444445	0.0	116.47305555555556	0.0	0.0	0.0	13873.024722222222	0.0
199	71.08416666666666	0.0	955.3688888888889	0.0	12159.615	0.0	265.84555555555556	0.0	402.3988888888889	257.67277777777775	3907.5422222222223	0.0	101.1138888888889	0.0	110.81305555555555	0.0	0.0	0.0	13307.738611111112	0.0
200	75.33416666666666	0.0	1039.6625	0.0	11184.988333333333	0.0	265.5836111111111	0.0	421.53277777777777	232.97416666666666	4011.278333333333	0.0	102.10055555555556	0.0	114.33166666666666	0.0	0.0	0.0	13566.4475	0.0
201	76.0675	0.0	1055.8216666666667	0.0	11185.160555555556	0.0	267.6438888888889	0.0	388.2338888888889	201.52194444444444	3988.1625	0.0	102.53444444444445	0.0	132.34333333333333	0.0	0.0	0.0	13484.758055555556	0.0
202	89.77666666666667	0.0	1089.5975	0.0	11183.01638888889	0.0	266.15777777777777	0.0	416.64722222222224	253.16944444444445	3992.1558333333332	0.0	102.38888888888889	0.0	124.39361111111111	0.0	0.0	0.0	13735.7775	0.0
203	79.93277777777777	0.0	1123.4233333333334	0.0	11187.829444444444	0.0	264.60833333333335	0.0	388.3491666666667	223.98722222222221	4010.1475	0.0	102.82888888888888	0.0	142.4561111111111	0.0	0.0	0.0	13171.4775	0.0
204	78.535	0.0	1122.8816666666667	0.0	11172.940277777778	0.0	263.71444444444444	0.0	396.1247222222222	234.79833333333335	4009.5875	0.0	101.24333333333334	0.0	136.01444444444445	0.0	0.0	0.0	13522.118333333334	0.0
205	87.91833333333334	0.0	1057.4205555555557	0.0	11148.927777777777	0.0	263.9608333333333	0.0	429.2836111111111	242.5388888888889	4050.344722222222	0.0	102.64361111111111	0.0	131.6911111111111	0.0	0.0	0.0	13468.103055555555	0.0
206	78.17444444444445	0.0	1102.2472222222223	0.0	11129.265	0.0	265.165	0.0	400.0375	247.4922222222222	4044.1425	0.0	103.2761111111111	0.0	127.39583333333333	0.0	0.0	0.0	13665.498333333333	0.0
207	77.68972222222222	0.0	1062.7613888888889	0.0	11311.698611111111	0.0	264.0883333333333	0.0	392.1388888888889	241.1447222222222	4014.15	0.0	101.34083333333334	0.0	138.4363888888889	0.0	0.0	0.0	13521.189722222221	0.0
208	101.49388888888889	0.0	994.8797222222222	0.0	11175.299444444445	0.0	267.8625	0.0	392.44638888888886	261.59305555555557	4033.341388888889	0.0	101.80833333333334	0.0	121.38638888888889	0.0	0.0	0.0	13537.218888888889	0.0
209	69.65305555555555	0.0	1071.2880555555555	0.0	11136.134722222223	0.0	265.45972222222224	0.0	408.0086111111111	243.31861111111112	4051.244166666667	0.0	101.47944444444444	0.0	123.57305555555556	0.0	0.0	0.0	13653.135555555555	0.0
210	78.4563888888889	0.0	1075.6972222222223	0.0	11173.80388888889	0.0	265.4263888888889	0.0	412.93	232.365	4014.5516666666667	0.0	103.19333333333333	0.0	133.43194444444444	0.0	0.0	0.0	13507.224444444444	0.0
211	84.77666666666667	0.0	1079.048611111111	0.0	11167.910555555556	0.0	264.4175	0.0	422.77805555555557	263.12361111111113	4025.951111111111	0.0	102.40083333333334	0.0	128.18916666666667	0.0	0.0	0.0	13511.2975	0.0
212	96.02	0.0	1116.6380555555556	0.0	11154.853888888889	0.0	262.1111111111111	0.0	423.4247222222222	268.2608333333333	4021.1780555555556	0.0	101.79305555555555	0.0	113.23416666666667	0.0	0.0	0.0	13611.460833333333	0.0
213	86.74861111111112	0.0	1026.966111111111	0.0	11149.8925	0.0	261.09694444444443	0.0	392.3622222222222	229.37555555555556	4037.8555555555554	0.0	102.36861111111111	0.0	138.26944444444445	0.0	0.0	0.0	13529.511944444444	0.0
214	87.8975	0.0	1042.3494444444445	0.0	11162.893055555556	0.0	262.865	0.0	396.9583333333333	273.5702777777778	4017.487222222222	0.0	101.69111111111111	0.0	135.16222222222223	0.0	0.0	0.0	13324.603611111112	0.0
215	78.33	0.0	1099.2769444444446	0.0	11178.690833333334	0.0	259.96166666666664	0.0	386.79305555555555	234.3552777777778	3997.700277777778	0.0	100.9075	0.0	130.46722222222223	0.0	0.0	0.0	13724.57	0.0
216	77.00138888888888	0.0	1009.8133333333334	0.0	12123.869722222222	0.0	260.3544444444444	0.0	359.7361111111111	225.2575	3852.1619444444445	0.0	95.74444444444444	0.0	110.94611111111111	0.0	0.0	0.0	13763.618055555555	0.0
217	85.20916666666666	0.0	1038.1119444444444	0.0	11179.980277777779	0.0	259.62916666666666	0.0	417.8930555555556	275.7286111111111	3972.7108333333335	0.0	99.38055555555556	0.0	138.48194444444445	0.0	0.0	0.0	13580.848055555556	0.0
218	79.98416666666667	0.0	981.0625	0.0	11222.789444444445	0.0	262.1625	0.0	375.6455555555556	251.7125	3954.534722222222	0.0	98.22194444444445	0.0	148.35305555555556	0.0	0.0	0.0	13459.645555555555	0.0
219	66.48777777777778	0.0	1050.9080555555556	0.0	11207.797222222222	0.0	260.7938888888889	0.0	378.2886111111111	202.50055555555556	3980.4411111111112	0.0	98.71	0.0	133.96527777777777	0.0	0.0	0.0	13512.899444444445	0.0
220	62.340833333333336	0.0	1090.9402777777777	0.0	11192.225555555555	0.0	259.6438888888889	0.0	367.5472222222222	200.85	3996.1366666666668	0.0	100.35055555555556	0.0	136.1436111111111	0.0	0.0	0.0	13510.244444444445	0.0
221	83.38138888888889	0.0	1036.0508333333332	0.0	11184.490833333333	0.0	261.1075	0.0	375.4008333333333	212.67055555555555	4026.775833333333	0.0	101.94027777777778	0.0	125.58083333333333	0.0	0.0	0.0	13246.785277777777	0.0
222	73.1675	0.0	1073.5544444444445	0.0	11167.612222222222	0.0	262.3147222222222	0.0	386.6408333333333	235.12527777777777	4028.43	0.0	100.57055555555556	0.0	120.355	0.0	0.0	0.0	13394.155833333334	0.0
223	85.89472222222223	0.0	981.2330555555556	0.0	11196.525277777779	0.0	261.47055555555556	0.0	415.62416666666667	261.8666666666667	3997.3591666666666	0.0	101.68694444444445	0.0	126.09388888888888	0.0	0.0	0.0	13380.683611111112	0.0
224	79.2286111111111	0.0	1094.7872222222222	0.0	11170.168055555556	0.0	260.5786111111111	0.0	383.1719444444444	229.13111111111112	4018.9575	0.0	101.7063888888889	0.0	117.03277777777778	0.0	0.0	0.0	13593.692222222222	0.0
225	89.58083333333333	0.0	1059.9622222222222	0.0	11158.912777777778	0.0	260.6019444444444	0.0	413.9427777777778	270.12833333333333	4022.3830555555555	0.0	101.30388888888889	0.0	131.68	0.0	0.0	0.0	13333.103611111112	0.0
226	81.31027777777778	0.0	1070.0741666666668	0.0	11163.646388888888	0.0	262.96972222222223	0.0	418.6563888888889	277.2561111111111	4015.492777777778	0.0	102.05805555555555	0.0	122.72055555555555	0.0	0.0	0.0	13430.049444444445	0.0
