Iteration	access_egress_pt	bike	car	freight	pt	pt_with_access_egress_pt	ride	ride_school_bus	ride_taxi	walk
37	0.0	0.022433300740326862	0.581841039251292	0.006481352144154211	0.01144014527168599	0.007403268612934767	0.25789914792568797	0.012152535270289146	0.01824277133677888	0.08210643944685012
38	0.0	0.022978069562788098	0.5794384690599246	0.006481352144154211	0.01134236625226987	0.006942310378544489	0.2585836010616008	0.012152535270289146	0.018787540159240116	0.08329375611118871
39	0.0	0.023047911719513897	0.5795781533733761	0.006481352144154211	0.011523955859756949	0.0071658052800670485	0.25787121106299765	0.012152535270289146	0.019318340550356194	0.08286073473948875
40	0.0	0.023201564464310657	0.581659449643805	0.006481352144154211	0.01159379801648275	0.00691437351585417	0.25771755831820087	0.012152535270289146	0.01800530800391116	0.08227406062299204
41	0.0	0.02289425897471714	0.5821623131722308	0.006481352144154211	0.01139823997765051	0.006411509987428412	0.25883503282581366	0.012152535270289146	0.018717698002514317	0.08094705964520184
42	0.0	0.0224891744657075	0.5821902500349211	0.006481352144154211	0.01144014527168599	0.006593099594915491	0.25809470596452017	0.012152535270289146	0.017390697024724122	0.08316804022908228
43	0.0	0.02295013270009778	0.585416957675653	0.006481352144154211	0.011454113703031149	0.006355636262047772	0.2582343902779718	0.012152535270289146	0.016594496438050006	0.08036038552870513
44	0.0	0.02260092191646878	0.5843274200307306	0.006481352144154211	0.01130046095823439	0.006355636262047772	0.25834613772873305	0.012152535270289146	0.016985612515714486	0.0814499231736276
45	0.0	0.023816175443497695	0.58297248219025	0.006481352144154211	0.010867439586534432	0.006369604693392932	0.2583321692973879	0.012152535270289146	0.01790752898449504	0.08110071238999861
46	0.0	0.023494901522559015	0.583321692973879	0.006481352144154211	0.01135633468361503	0.0063276993993574525	0.25813661125855564	0.012152535270289146	0.017292918005308005	0.08143595474228243
47	0.0	0.023606648973320297	0.5819388182707081	0.006481352144154211	0.011691577035898869	0.006607068026260651	0.2590445592959911	0.012152535270289146	0.017502444475485403	0.08097499650789217
48	0.0	0.023131722307584857	0.5840340829724822	0.006481352144154211	0.01128649252688923	0.006565162732225171	0.25845788517949436	0.012152535270289146	0.016943707221679004	0.08094705964520184
49	0.0	0.021888531917865623	0.5821762816035759	0.006481352144154211	0.01127252409554407	0.006285794105321972	0.25954742282441684	0.012152535270289146	0.017600223494901524	0.08259533454393071
50	0.0	0.023229501327000978	0.5817851655259114	0.006481352144154211	0.010769660567118313	0.006201983517251012	0.25929599106020396	0.012152535270289146	0.01817292918005308	0.08191088140801787
51	0.0	0.022517111328397822	0.582790892582763	0.006481352144154211	0.01100712389998603	0.006118172929180053	0.25841597988545884	0.012152535270289146	0.01753038133817572	0.0829864506215952
52	0.0	0.02275457466126554	0.5837686827769242	0.006481352144154211	0.011146808213437632	0.006537225869534851	0.2572426316524654	0.012152535270289146	0.0178516552591144	0.08206453415281464
53	0.0	0.0226288587791591	0.5837407459142339	0.006481352144154211	0.011705545467244028	0.006243888811286492	0.25803883223913954	0.012152535270289146	0.017153233691856406	0.08185500768263725
54	0.0	0.02279647995530102	0.5853052102248918	0.006481352144154211	0.011454113703031149	0.006299762536667132	0.2572146947897751	0.012152535270289146	0.017111328397820924	0.08118452297806956
55	0.0	0.0231875960329655	0.5839223355217209	0.006481352144154211	0.010881408017879592	0.006188015085905853	0.2597569492945942	0.012152535270289146	0.01589607487079201	0.08153373376169856
56	0.0	0.022223774270149464	0.5864645900265401	0.006481352144154211	0.01123061880150859	0.005950551753038134	0.2582902640033524	0.012152535270289146	0.016999580947059646	0.08020673278390837
57	0.0	0.022209805838804303	0.5860036317921498	0.006481352144154211	0.010937281743260231	0.005922614890347814	0.25822042184662664	0.012152535270289146	0.017237044279927363	0.08083531219444057
58	0.0	0.023229501327000978	0.5827489872887275	0.006481352144154211	0.011146808213437632	0.006229920379941333	0.25970107556921357	0.012152535270289146	0.016622433300740327	0.08168738650649532
59	0.0	0.022265679564184942	0.5865064953205755	0.006481352144154211	0.011062997625366671	0.0060483307724542535	0.25837407459142336	0.012152535270289146	0.016999580947059646	0.08010895376449224
60	0.0	0.021595194859617264	0.5865204637519207	0.006481352144154211	0.011076966056711832	0.006090236066489734	0.2599385389020813	0.012152535270289146	0.015532895655817851	0.08061181729291801
61	0.0	0.02247520603436234	0.5847045676770498	0.006481352144154211	0.01123061880150859	0.006020393909763933	0.25951948596172647	0.012152535270289146	0.01625925408576617	0.08115658611537924
62	0.0	0.022084089956697864	0.5857941053219723	0.006481352144154211	0.010602039390976392	0.0058667411649671744	0.25915630674675233	0.012152535270289146	0.01599385389020813	0.0818689761139824
63	0.0	0.023494901522559015	0.5871909484564883	0.006481352144154211	0.010504260371560274	0.005433719793267216	0.25824835870931695	0.012152535270289146	0.01578432742003073	0.08070959631233413
64	0.0	0.02310378544489454	0.5861433161056013	0.006481352144154211	0.010643944685011873	0.005503561949993015	0.2586394747869814	0.012152535270289146	0.01589607487079201	0.08143595474228243
65	0.0	0.022223774270149464	0.5861852213996368	0.006481352144154211	0.010993155468640872	0.005503561949993015	0.2595055175303813	0.012152535270289146	0.01578432742003073	0.08117055454672441
66	0.0	0.0231875960329655	0.5859198212040788	0.006481352144154211	0.010504260371560274	0.005391814499231737	0.25982679145132004	0.012152535270289146	0.015616706243888811	0.08091912278251152
67	0.0	0.02254504819108814	0.5877636541416399	0.006481352144154211	0.010629976253666714	0.005321972342505936	0.2592261489034781	0.012152535270289146	0.014960189970666294	0.08091912278251152
68	0.0	0.02230758485822042	0.5894538343344042	0.006481352144154211	0.010616007822321553	0.005294035479815617	0.2571448526330493	0.012152535270289146	0.01572845369465009	0.08082134376309541
69	0.0	0.023858080737533174	0.5868277692415141	0.006481352144154211	0.010965218605950552	0.004986729990222098	0.25815057968990085	0.012152535270289146	0.014764631931834055	0.08181310238860176
70	0.0	0.021679005447688224	0.588029054337198	0.006481352144154211	0.010965218605950552	0.005475625087302696	0.25883503282581366	0.012152535270289146	0.01579829585137589	0.08058388043022768
71	0.0	0.02233552172091074	0.5878893700237463	0.006481352144154211	0.010951250174605392	0.005531498812683336	0.2579270847883783	0.012152535270289146	0.01563067467523397	0.08110071238999861
72	0.0	0.02268473250453974	0.5864785584578852	0.006481352144154211	0.01104902919402151	0.005461656655957536	0.2591004330213717	0.012152535270289146	0.014806537225869535	0.08178516552591145
73	0.0	0.023606648973320297	0.5870093588490013	0.006481352144154211	0.010727755273082833	0.005280067048470457	0.257731526749546	0.012152535270289146	0.015197653303534012	0.08181310238860176
74	0.0	0.023215532895655817	0.5873725380639754	0.006481352144154211	0.011174745076127951	0.005391814499231737	0.25768962145551055	0.012152535270289146	0.015407179773711413	0.08111468082134377
75	0.0	0.023061880150859058	0.5868836429668948	0.006481352144154211	0.010476323508869954	0.005238161754434977	0.25852772733622015	0.012152535270289146	0.01578432742003073	0.08139404944824696
76	0.0	0.022153932113423664	0.5882665176700657	0.006481352144154211	0.010266797038692555	0.004861014108115658	0.2597848861572845	0.012152535270289146	0.015281463891604972	0.08075150160636961
77	0.0	0.02295013270009778	0.5874144433580109	0.006481352144154211	0.009903617823718397	0.0048051403827350184	0.2590724961586814	0.012152535270289146	0.015518927224472692	0.08170135493784048
78	0.0	0.02324346975834614	0.5875122223774271	0.006481352144154211	0.009833775666992596	0.005028635284257578	0.2589607487079201	0.012152535270289146	0.014932253107975975	0.08185500768263725
79	0.0	0.02271266936723006	0.5881827070819947	0.006481352144154211	0.010099175862550635	0.005196256460399497	0.2602179075289845	0.012152535270289146	0.014555105461656656	0.08040229082274061
80	0.0	0.023369185640452577	0.589342086883643	0.006481352144154211	0.010196954881966756	0.005154351166364017	0.2573683475345719	0.012152535270289146	0.015504958793127532	0.08043022768543093
81	0.0	0.023830143874842856	0.5871490431624529	0.006481352144154211	0.010057270568515155	0.005349909205196257	0.2595334543930717	0.012152535270289146	0.015211621734879173	0.08023466964659869
82	0.0	0.02307584858220422	0.5879312753177818	0.006481352144154211	0.010266797038692555	0.005014666852912418	0.2604274339991619	0.012152535270289146	0.014820505657214695	0.07982958513758905
83	0.0	0.023997765050984773	0.5894538343344042	0.006481352144154211	0.010392512920798994	0.005503561949993015	0.2586813800810169	0.012152535270289146	0.014261768403408297	0.07907528984495041
84	0.0	0.023285375052381617	0.5896214555105461	0.006481352144154211	0.010294733901382875	0.005210224891744657	0.25873725380639756	0.012152535270289146	0.014205894678027657	0.08001117474507613
85	0.0	0.023452996228523537	0.5898589188434139	0.006481352144154211	0.010015365274479675	0.0048889509708059786	0.25905852772733623	0.012152535270289146	0.014694789775108255	0.07939656376588909
86	0.0	0.023061880150859058	0.5897052660986172	0.006481352144154211	0.009945523117753876	0.0053080039111607765	0.2589467802765749	0.012152535270289146	0.014108115658611538	0.08029054337197933
87	0.0	0.024011733482329933	0.5900963821762816	0.006481352144154211	0.009917586255063556	0.0048051403827350184	0.2585836010616008	0.012152535270289146	0.014443358010895377	0.07950831121665038
88	0.0	0.02274060622992038	0.5894119290403688	0.006481352144154211	0.009330912138566839	0.004972761558876938	0.2601899706662942	0.012152535270289146	0.013535409973459981	0.08118452297806956
89	0.0	0.023215532895655817	0.5916887833496298	0.006481352144154211	0.009316943707221678	0.004665456069283419	0.2587512222377427	0.012152535270289146	0.014610979187037295	0.0791171951389859
90	0.0	0.0226288587791591	0.5902919402151139	0.006481352144154211	0.009777901941611957	0.004958793127531778	0.25960329654979747	0.012152535270289146	0.014652884481072775	0.07945243749126973
91	0.0	0.023271406621036456	0.591618941192904	0.006481352144154211	0.009708059784886158	0.005000698421567258	0.25803883223913954	0.012152535270289146	0.014708758206453416	0.07901941611956977
92	0.0	0.023858080737533174	0.5897890766866881	0.006481352144154211	0.009847744098337757	0.005489593518647856	0.2571867579270848	0.012152535270289146	0.015239558597569492	0.07995530101969549
93	0.0	0.022265679564184942	0.5906690878614331	0.006481352144154211	0.009344880569912	0.004777203520044699	0.2606369604693393	0.012152535270289146	0.014345578991479258	0.07932672160916329
94	0.0	0.02293616426875262	0.5921916468780556	0.006481352144154211	0.009289006844531359	0.0048051403827350184	0.25951948596172647	0.012152535270289146	0.01339572566000838	0.07922894258974718
95	0.0	0.023760301718117056	0.5900265400195558	0.006481352144154211	0.0092750384131862	0.0044978348931415	0.25918424360944264	0.012152535270289146	0.014387484285514736	0.08023466964659869
96	0.0	0.0232574381896913	0.5905154351166364	0.006481352144154211	0.009400754295292638	0.00448386646179634	0.259477580667691	0.012152535270289146	0.014960189970666294	0.07927084788378265
97	0.0	0.02275457466126554	0.5913256041346556	0.006481352144154211	0.009316943707221678	0.004344182148344741	0.25951948596172647	0.012152535270289146	0.014778600363179215	0.07932672160916329
98	0.0	0.02233552172091074	0.5906411509987428	0.006481352144154211	0.009247101550495879	0.00445592959910602	0.25954742282441684	0.012152535270289146	0.015057968990082413	0.08008101690180193
99	0.0	0.023047911719513897	0.5892862131582624	0.006481352144154211	0.00921916468780556	0.004302276854309261	0.26010616007822324	0.012152535270289146	0.014792568794524374	0.08061181729291801
100	0.0	0.023397122503142898	0.5903617823718397	0.006481352144154211	0.00938678586394748	0.004190529403547982	0.2600363179214974	0.012152535270289146	0.014177957815337337	0.07981561670624389
101	0.0	0.023844112306188017	0.5888392233552172	0.006481352144154211	0.009316943707221678	0.00453974018717698	0.260525213018578	0.012152535270289146	0.014541137030311495	0.07975974298086325
102	0.0	0.024654281324207293	0.5891185919821204	0.006481352144154211	0.009470596452018438	0.004190529403547982	0.2611956977231457	0.012152535270289146	0.01382874703170834	0.0789076686688085
103	0.0	0.023788238580807374	0.5897332029613075	0.006481352144154211	0.009428691157982958	0.00453974018717698	0.2607487079201006	0.012152535270289146	0.014094147227266377	0.07903338455091494
104	0.0	0.023788238580807374	0.5904176560972203	0.006481352144154211	0.008897890766866881	0.004414024305070541	0.26066489733202963	0.012152535270289146	0.01389858918843414	0.0792848163151278
105	0.0	0.023648554267355775	0.5898589188434139	0.006481352144154211	0.00888392233552172	0.004344182148344741	0.25995250733342645	0.012152535270289146	0.015183684872188854	0.0794943427853052
106	0.0	0.023648554267355775	0.5908087721748848	0.006481352144154211	0.008604553708618522	0.004260371560273781	0.2592401173348233	0.012152535270289146	0.014708758206453416	0.08009498533314709
107	0.0	0.023676491130046096	0.5884481072775527	0.006481352144154211	0.00888392233552172	0.004274339991618941	0.26140522419332307	0.012152535270289146	0.014848442519905015	0.07982958513758905
108	0.0	0.022908227406062298	0.5899147925687945	0.006481352144154211	0.00921916468780556	0.004204497834893141	0.2601480653722587	0.012152535270289146	0.014638916049727616	0.0803324486660148
109	0.0	0.023578712110629976	0.5912836988406202	0.006481352144154211	0.00930297527587652	0.004218466266238301	0.2597569492945942	0.012152535270289146	0.01352144154211482	0.0797038692554826
110	0.0	0.02307584858220422	0.5912417935465847	0.006481352144154211	0.00896773292359268	0.00444196116776086	0.25970107556921357	0.012152535270289146	0.014457326442240537	0.07948037435396005
111	0.0	0.023648554267355775	0.5918284676630814	0.006481352144154211	0.00907948037435396	0.004134655678167342	0.25960329654979747	0.012152535270289146	0.014052241933230899	0.07901941611956977
112	0.0	0.023704427992736414	0.5911160776644783	0.006481352144154211	0.009414722726637799	0.004162592540857661	0.2582623271406621	0.012152535270289146	0.015351306048330772	0.0793546584718536
113	0.0	0.023858080737533174	0.5909763933510267	0.006481352144154211	0.0092051962564604	0.004372119011035061	0.2591004330213717	0.012152535270289146	0.0139823997765051	0.07987149043162453
114	0.0	0.023578712110629976	0.5905014666852912	0.006481352144154211	0.00919122782511524	0.004358150579689901	0.2596312334124878	0.012152535270289146	0.014289705266098617	0.07981561670624389
115	0.0	0.02468221818689761	0.5897332029613075	0.006481352144154211	0.009289006844531359	0.004246403128928621	0.2591423383154072	0.012152535270289146	0.014988126833356614	0.0792848163151278
116	0.0	0.023536806816594497	0.5914652884481073	0.006481352144154211	0.009470596452018438	0.004204497834893141	0.2593798016482749	0.012152535270289146	0.014569073893001817	0.07874004749266657
117	0.0	0.023606648973320297	0.5916468780555943	0.006481352144154211	0.00903757508031848	0.004469898030451181	0.25964520184383294	0.012152535270289146	0.014345578991479258	0.07861433161056014
118	0.0	0.023746333286771896	0.5927084788378265	0.006481352144154211	0.008939796060902361	0.004274339991618941	0.25887693811984913	0.012152535270289146	0.013842715463053499	0.0789775108255343
119	0.0	0.023117753876239697	0.5931275317781813	0.006481352144154211	0.009400754295292638	0.00444196116776086	0.25817851655259116	0.012152535270289146	0.013954462913814778	0.07914513200167621
120	0.0	0.023313311915071938	0.5933370582483587	0.006481352144154211	0.009330912138566839	0.004232434697583462	0.2589747171392653	0.012152535270289146	0.01387065232574382	0.07830702612096661
121	0.0	0.022908227406062298	0.5930157843274201	0.006481352144154211	0.008716301159379802	0.0040089397960609025	0.2589188434138846	0.012152535270289146	0.014108115658611538	0.07968990082413745
122	0.0	0.02310378544489454	0.5921916468780556	0.006481352144154211	0.00873026959072496	0.003771476463193183	0.26020393909763934	0.012152535270289146	0.01366112585556642	0.0797038692554826
123	0.0	0.0224891744657075	0.5924291102109233	0.006481352144154211	0.00900963821762816	0.003631792149741584	0.2606788657633748	0.012152535270289146	0.01374493644363738	0.07938259533454393
124	0.0	0.0226288587791591	0.5913395725660009	0.006481352144154211	0.008534711551892723	0.003981002933370582	0.2611258555664199	0.012152535270289146	0.013968431345159939	0.07978767984355357
125	0.0	0.02315965917027518	0.592135773152675	0.006481352144154211	0.008939796060902361	0.0040089397960609025	0.25921218047213296	0.012152535270289146	0.014331610560134097	0.07957815337337618
126	0.0	0.023047911719513897	0.5908506774689203	0.006481352144154211	0.0090655119430088	0.004316245285654421	0.25998044419611677	0.012152535270289146	0.014331610560134097	0.0797737114122084
127	0.0	0.02265679564184942	0.5917725939377008	0.006481352144154211	0.00910741723704428	0.004218466266238301	0.2587512222377427	0.012152535270289146	0.013730968012292219	0.08112864925268892
128	0.0	0.02303394328816874	0.5911719513898589	0.006481352144154211	0.00917725939377008	0.0037575080318480235	0.2607487079201006	0.012152535270289146	0.014792568794524374	0.07868417376728594
129	0.0	0.023313311915071938	0.5907948037435397	0.006481352144154211	0.00902360664897332	0.0037575080318480235	0.26116776086045534	0.012152535270289146	0.013926526051124459	0.07938259533454393
130	0.0	0.02307584858220422	0.5909624249196815	0.006481352144154211	0.008995669786283	0.003799413325883503	0.26118172929180056	0.012152535270289146	0.013926526051124459	0.0794245006285794
131	0.0	0.02250314289705266	0.5919402151138428	0.006481352144154211	0.00916329096242492	0.003994971364715743	0.2616147506635005	0.012152535270289146	0.01387065232574382	0.0782790892582763
132	0.0	0.02307584858220422	0.5916608464869395	0.006481352144154211	0.009484564883363598	0.003981002933370582	0.2609302975275877	0.012152535270289146	0.012781114680821343	0.07945243749126973
133	0.0	0.023271406621036456	0.5917725939377008	0.006481352144154211	0.008855985472831401	0.003631792149741584	0.26113982399776503	0.012152535270289146	0.014094147227266377	0.07860036317921497
134	0.0	0.02296410113144294	0.5911021092331331	0.006481352144154211	0.008255342924989523	0.003869255482609303	0.2614331610560134	0.012152535270289146	0.013968431345159939	0.0797737114122084
135	0.0	0.023648554267355775	0.5912138566838944	0.006481352144154211	0.008520743120547562	0.003659729012431904	0.2611118871350747	0.012152535270289146	0.014205894678027657	0.07900544768822461
136	0.0	0.023774270149462217	0.5899008241374494	0.006481352144154211	0.008786143316105601	0.004022908227406062	0.26127950831121666	0.012152535270289146	0.013577315267495461	0.08002514317642129
137	0.0	0.02445872328537505	0.5905014666852912	0.006481352144154211	0.008353121944405644	0.0037854448945383434	0.2601899706662942	0.012152535270289146	0.014122084089956698	0.07995530101969549
138	0.0	0.023676491130046096	0.5911440145271686	0.006481352144154211	0.008408995669786283	0.0038133817572286633	0.2607068026260651	0.012152535270289146	0.0136331889928761	0.0799832378823858
139	0.0	0.02437491269730409	0.5907389300181589	0.006481352144154211	0.008339153513060483	0.003981002933370582	0.2606369604693393	0.012152535270289146	0.013465567816734181	0.07982958513758905
140	0.0	0.024277133677887974	0.5917865623690459	0.006481352144154211	0.008017879592121805	0.0037435396005028637	0.26069283419471995	0.012152535270289146	0.014094147227266377	0.07875401592401174
141	0.0	0.023872049168878334	0.5905573404106719	0.006481352144154211	0.008576616845928203	0.004218466266238301	0.2597569492945942	0.012152535270289146	0.014988126833356614	0.07939656376588909
142	0.0	0.024025701913675094	0.5910602039390976	0.006481352144154211	0.008786143316105601	0.003841318619918983	0.2598128230199749	0.012152535270289146	0.014541137030311495	0.07929878474647298
143	0.0	0.024025701913675094	0.5924291102109233	0.006481352144154211	0.008185500768263724	0.0037854448945383434	0.260176002234949	0.012152535270289146	0.01367509428691158	0.07908925827629557
144	0.0	0.02452856544210085	0.5917725939377008	0.006481352144154211	0.008199469199608884	0.003939097639335103	0.26094426595893283	0.012152535270289146	0.014429389579550216	0.07755273082832798
145	0.0	0.024486660148065373	0.5914513200167621	0.006481352144154211	0.007892163710015365	0.0037854448945383434	0.2602458443916748	0.012152535270289146	0.01354937840480514	0.07995530101969549
146	0.0	0.02508730269590725	0.5923592680541975	0.006481352144154211	0.008520743120547562	0.0039670345020254225	0.25967313870652325	0.012152535270289146	0.013283978209247102	0.07847464729710854
147	0.0	0.024947618382455652	0.5918284676630814	0.006481352144154211	0.008702332728034641	0.003659729012431904	0.26005028635284255	0.012152535270289146	0.01361922056153094	0.0785584578851795
148	0.0	0.024249196815197653	0.5918564045257717	0.006481352144154211	0.00900963821762816	0.004162592540857661	0.2597569492945942	0.012152535270289146	0.01375890487498254	0.07857242631652465
149	0.0	0.024947618382455652	0.5907249615868138	0.006481352144154211	0.008408995669786283	0.003827350188573823	0.26032965497974575	0.012152535270289146	0.014080178795921218	0.0790473529822601
150	0.0	0.024570470736136333	0.5928481631512781	0.006481352144154211	0.008408995669786283	0.003771476463193183	0.2592540857661685	0.012152535270289146	0.013968431345159939	0.07854448945383434
151	0.0	0.025185081715323368	0.5919681519765331	0.006481352144154211	0.008325185081715323	0.003771476463193183	0.25883503282581366	0.012152535270289146	0.014401452716859896	0.07887973180611817
152	0.0	0.02489174465707501	0.5928900684453136	0.006481352144154211	0.008157563905573404	0.0034921078362899847	0.25988266517670067	0.012152535270289146	0.01361922056153094	0.07843274200307306
153	0.0	0.023941891325604134	0.5926945104064814	0.006481352144154211	0.007850258415979885	0.0032965497974577454	0.26137728733063276	0.012152535270289146	0.01367509428691158	0.07853052102248917
154	0.0	0.02247520603436234	0.5934069004050845	0.006481352144154211	0.008548679983237882	0.003827350188573823	0.259910602039391	0.012152535270289146	0.01343763095404386	0.07975974298086325
155	0.0	0.024542533873446012	0.5924989523676492	0.006481352144154211	0.008003911160776644	0.0034921078362899847	0.2613912557619779	0.012152535270289146	0.012403967034502025	0.07903338455091494
156	0.0	0.023718396424081575	0.5944824696186618	0.006481352144154211	0.008241374493644364	0.003645760581086744	0.25842994831680405	0.012152535270289146	0.01375890487498254	0.07908925827629557
157	0.0	0.023299343483726778	0.5938399217767845	0.006481352144154211	0.008353121944405644	0.003631792149741584	0.2589188434138846	0.012152535270289146	0.014457326442240537	0.07886576337477301
158	0.0	0.023411090934488055	0.5933091213856684	0.006481352144154211	0.008772174884760441	0.0033105182288029056	0.2604972761558877	0.012152535270289146	0.01378684173767286	0.0782790892582763
