ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
104	94.19599519435263	79.95166273239604	95.28838287577877	106.23761063381464
105	96.66968170489606	82.25348234664193	95.82647796414997	106.32603978222106
106	96.37011193335594	82.13846097276549	95.94848877068223	106.40034408795049
107	96.48722498033791	82.54679204064541	96.13789365502598	106.46027410233395
108	95.23981399433319	81.58666368897346	96.10901937310554	106.54401135904088
109	96.3614488062403	82.92959983078671	96.46106908013303	106.59534271419855
110	96.65777258241319	83.52058023574263	96.67065469798	106.65503597336063
111	96.00113083464892	82.97568148140448	96.69832323281766	106.74060248100956
112	97.00290677237173	84.11307079260442	97.02486085363512	106.82952875219164
113	96.37353412695471	83.89531192421472	97.12580466573957	106.87884511416873
114	96.30112443749992	83.79844638258294	97.27496991676281	107.10833978302597
115	97.210305529018	84.56566241812808	97.58793270708357	107.2756728184645
116	98.26645452806216	85.96184710799298	97.93339150423677	107.32803283224679
117	97.811165140389	85.36571409054349	97.99468113654396	107.36496338928012
118	97.8643907920259	85.5251434490785	98.1493550904096	107.40250972828905
119	97.71157237886683	85.6602780551307	98.27281385169127	107.4753909000283
120	98.34401133372904	86.3520214840365	98.54392624111723	107.59822678256073
121	98.71739793176081	86.95940656454123	98.78415626425752	107.69928756922705
122	98.11041248875044	86.47464552537588	98.8261634701905	107.7573387901898
123	99.36367990512012	87.87739184173923	99.17893292411095	107.80909101384705
124	97.81594367467252	86.84535196956787	99.09985222262004	107.85488762034556
125	96.80078080662754	85.96927191497049	99.06431120343711	107.91654295539666
126	98.21125478812985	87.3417052920003	99.4167008757515	107.98987068882448
127	97.78785970129593	87.09174926601519	99.47785038163167	108.04216095712484
128	92.9022789769939	82.63707808064821	98.80258433711673	108.08817240270658
129	98.87891258126577	88.67506644858581	99.93489907027455	108.13287762934907
130	98.18854525996389	87.95236849117968	99.92693587591788	108.18917547382657
131	99.2564839554924	89.30942022015086	100.23672346883627	108.22327125020303
132	99.34299396781572	89.48129311957341	100.38324566180695	108.27206183868354
133	99.09015217393305	89.32089699003349	100.4701892442085	108.32484362785442
134	100.39709975122096	90.40684162524192	100.7845234848657	108.60626183353489
135	99.65074083907466	89.82265812254552	100.78955787898944	108.63532434016214
136	100.40028560389968	90.69715141237373	101.04821332608498	108.74578971430984
137	99.44351425979472	89.65234913339407	100.99502307798546	109.05324478172676
138	100.02807858384328	90.32499506955429	101.21275950381941	109.1255357226717
139	100.2547022576131	90.65438063044347	101.4192007252481	109.25041320134054
140	100.50692216348162	90.87545530446367	101.58787918983464	109.3828460201227
141	100.55809252027025	91.22888474438959	101.72800757324319	109.44936931312633
142	98.74279818808766	89.41275543495578	101.55539485580017	109.65240078685227
143	100.5890314882503	91.23059433573842	101.96393388841065	109.69951538784947
144	100.81327826784351	91.51470380679193	102.10032931932953	109.79514070463271
145	101.36295976052007	92.0809835000175	102.30924266056108	109.86393554148317
146	101.12294247751001	92.09060964496733	102.43272242118823	109.8945314622429
147	98.36164035177988	89.46544147655312	102.06850195679912	109.9686454771639
148	100.73157649121465	91.8161610971824	102.55515438653809	110.00830799503942
149	99.64935700305008	90.7724615404005	102.47258760286059	110.11102054251666
150	101.28579593907246	92.40290495484767	102.81391414562808	110.1531580938499
151	100.76676229099458	91.99704798680384	102.80959015307586	110.1816005305882
152	97.92310575964707	89.36355351719895	102.428370989097	110.19965659425753
153	101.65765338156683	92.78463277735949	103.11754174184333	110.32025226483039
154	100.49703677532995	91.91916363627618	103.03466796638763	110.38324992519733
155	101.07382248418092	92.51803577939529	103.23470311863974	110.42999966632826
156	101.20269315967359	92.63050841166019	103.37510710676959	110.55449483100742
157	102.32048379616728	93.73307896902477	103.6620000760533	110.67004807438076
158	101.11426429545992	92.75412665532932	103.59358235749727	110.72916993772957
159	101.3979585525268	93.12360729750893	103.75325509012741	110.78878217631618
160	100.60983451566436	92.82417066109181	103.76381056753303	110.83592884548898
161	99.56958800179923	91.72081858639055	103.65401077608236	110.87681321439796
162	102.07127765606526	94.2318312032407	104.13354936033276	110.92387706043823
163	101.75137480282177	93.78206708902565	104.14180792101598	110.96748494877015
164	101.73431271945803	93.8800274088692	104.22170634922666	111.01358104891534
165	101.941498098189	94.1186481611203	104.3239749359203	111.06529844012807
166	102.30545474609261	94.50249560542258	104.4567197548797	111.1064171519311
167	103.39470211077423	95.64043232269194	104.7082555213836	111.14174254114558
168	102.50518915172984	94.79895537876378	104.63684395823397	111.17460348089122
169	101.9476637965908	94.52177897993727	104.64692407163366	111.2295111988865
170	102.75341360492133	95.56521412116118	104.88977351153235	111.29898122259907
171	102.56710574830011	95.47922572106374	104.9574424186113	111.33444188937047
172	101.88125248457158	94.54944159942224	104.87072605959621	111.37227167030035
173	103.42381300959323	96.18385111586718	105.22312498063528	111.51276217250705
174	101.97471141803275	94.90304459220879	105.10678376570804	111.54000687433246
175	102.74721085466977	95.9858265148753	105.35368502568608	111.58405533935654
176	103.13433340697416	96.2779884858908	105.47043555221883	111.66117035256283
177	103.10087881751994	96.35290918937136	105.55190443078556	111.77049063497329
178	103.03235362633426	96.49031262634965	105.62772724057288	111.80679396897686
179	103.67361606156071	97.06754184617127	105.79261898720507	111.8286817933154
180	102.14986275921451	95.70637622362207	105.59966298978462	111.84995643565023
181	103.83212205609387	97.55027702320376	105.96562905474046	111.9139963634103
182	102.67780501884438	96.56618558880083	105.84938479048375	111.95125764624754
183	102.90967941260283	96.72711012585997	105.96350232430727	112.02625163244336
184	102.74172820417986	96.43267626770697	105.9826919999804	112.05490203561223
185	103.59155742759727	97.41220538940968	106.18878879419594	112.09785081195096
186	104.32731694356173	98.23097836051456	106.38202805561723	112.13511450448814
187	103.62476435616526	97.66460205135351	106.32671095237518	112.16288287732722
188	102.87978010051803	96.95359615449516	106.2824078201443	112.22182836621134
189	101.48600493314555	95.77023579352779	106.116090549004	112.2514919504377
190	103.44126196634534	97.53478154496035	106.47254438277119	112.30122950874633
191	103.20377564399911	97.15882256773564	106.4676226129591	112.39183548142091
192	103.60042079355735	97.42595368988148	106.56343069710778	112.43533672310262
193	103.9164715735457	97.68874390523217	106.69349537909089	112.57696110968743
194	104.92552245577097	98.67617321160091	106.91749390522033	112.64046318431936
195	103.80402127157204	97.64268224213741	106.80552856278632	112.68345385112998
196	104.68353865804498	98.49117025093022	107.02444994477416	112.70402991881932
197	103.85570011614864	97.91908499988747	106.97586929622776	112.72456652448174
198	104.63684029818303	98.63287210778051	107.15696617692916	112.7547843567886
199	103.40664349133294	97.6108348996372	107.02487265528548	112.77891433025222
200	105.03746985084922	99.32961639549677	107.35073394056516	112.80315691778272
201	104.98891107603797	99.18769560562487	107.39298398187482	112.84575102898727
202	103.63509684520169	98.009649273125	107.22815159391452	112.87706095239199
203	104.39554401716816	98.78968797140506	107.41315549567071	112.9018529353507
204	104.15522532519225	98.58123033365293	107.43215360494352	112.94746205861689
205	103.74858457541735	98.13814017253712	107.40862266901529	112.99517173730632
206	103.78603048887733	98.28772770038418	107.48351863744458	113.03572190228607
207	104.10016866305509	98.52139875502196	107.57197009927593	113.0736001499567
208	104.74216636478009	99.25636934202177	107.7332200190236	113.1123489222743
209	104.63289858156449	99.22466419567452	107.76923415358505	113.14713961299705
210	104.71506375796562	99.32525098963175	107.83099530284612	113.18877910311659
211	104.70574630847018	99.36300281233791	107.89532748726621	113.23072004225108
212	104.37706693595557	99.006496946344	107.89729211509463	113.25124382375924
213	104.62602612011955	99.2213143240654	107.99776158673897	113.27558613201042
214	104.87007022477559	99.52988197043894	108.10345915929419	113.29745835871573
215	104.46942171805881	99.28444007328568	108.08444460458773	113.32207731601557
216	103.35378629395481	98.37799564617758	107.9666520151512	113.34724801421358
217	104.79990396884705	99.62368758349179	108.22997650287769	113.38808219307134
218	104.75767803712219	99.59946712315762	108.27980126213096	113.48655055410691
219	105.1085859277441	99.98048974862517	108.37909576612985	113.52757558794399
220	104.16779291220425	99.05227653161896	108.27838523235567	113.55723902226684
221	106.25180316258664	101.10308313725359	108.68675056044574	113.6260255882725
222	104.98389313063582	99.90849792360494	108.5667960552638	113.67870566566437
223	105.85126763923859	100.74714615946762	108.75708567826183	113.72628053433435
224	104.61915503878716	99.67004841158139	108.61002807042594	113.75794496172055
225	105.13706041733272	100.06076305049206	108.7406334211861	113.78885430290524
226	104.87735874374943	99.8434265327071	108.75604974026167	113.84443531851757
227	105.49604544883447	100.54508861772052	108.90482091082198	113.86489391155294
228	105.02242987485084	100.2065953501117	108.88142971099057	113.88787869954605
229	105.30877820260714	100.54855510905085	108.98229467298927	113.9131810639701
230	102.83036226600623	98.36286760996336	108.62566121393354	113.95228794974528
231	105.26779194528599	100.37955648233073	109.0298811672656	113.9799528598408
232	105.17563011332808	100.34692164711379	109.07385126676944	114.06235902553192
233	106.22929217307168	101.49733740779477	109.31452229819074	114.09162151498778
234	105.1777380679947	100.49137740251957	109.18776879864542	114.12795719078515
235	106.159559139346	101.52668014884148	109.39739263748352	114.1489382983268
236	105.60968981693998	101.09722719004407	109.35510157735668	114.19102957564645
237	105.70740888979182	101.24451794451844	109.41920056282629	114.21643955049807
238	104.7468549810967	100.35447944041161	109.3077174702019	114.25010051519006
239	106.39532373354201	102.05742227795962	109.63203861902299	114.27066182774577
240	106.77626150127037	102.28429012513864	109.7092537777872	114.2990792791639
241	112.98553624500067	108.04753203845331	110.72579082168147	114.29735207280132
242	113.19416410400669	108.04758520747619	110.72562747986966	114.29730195346093
243	113.32887701610423	108.04715412527487	110.72533049506514	114.29711385497619
244	113.42523901103318	108.0474292968554	110.72493091603914	114.29679362224053
245	113.4914936095071	108.0464317805306	110.72424594131144	114.29513925124101
246	113.54493835524674	108.0461887173461	110.7239275735457	114.2945424345757
247	113.58889765890544	108.04571683180907	110.72385144722958	114.29445530166963
248	113.62798701196662	108.04502101656053	110.72330948639188	114.29368065056022
249	113.65785880771392	108.0433398476481	110.72241534621931	114.29338584182058
250	113.66986903759066	108.04392640545805	110.72235778093248	114.29352222690379
251	113.68434611607088	108.04314616352121	110.72195989084132	114.29407432825384
252	113.70241723918329	108.04348611833248	110.72189187685859	114.29413066187261
253	113.71083568657332	108.0432401628006	110.72147252112647	114.29421970651848
254	113.71982247549221	108.04303596665461	110.72102233380599	114.29358854740774
255	113.72877816946654	108.04213851618896	110.72059311763935	114.29264385980753
256	113.73917597116225	108.04236279385438	110.72033101649875	114.29218478081032
257	113.75235992119808	108.04147410018484	110.71981490783158	114.29195126613128
258	113.76245144893385	108.0417334664879	110.7200458331569	114.29185065844071
259	113.76695945384681	108.04051911478537	110.71933062702347	114.2917388058848
260	113.77349666958322	108.03976033867094	110.71922018487514	114.29172862464266
261	113.78311885575751	108.03921098624556	110.71898669168037	114.29187353208425
262	113.79193881172898	108.03903401410359	110.7188488809146	114.29211818818563
263	113.79704847269159	108.03839523558584	110.71867573967602	114.292356725725
264	113.80410990470259	108.03843073960995	110.71845845488734	114.2919340724245
265	113.81197017051103	108.03856231042747	110.71834704866691	114.29180157771758
266	113.81549256504432	108.03784056269224	110.71791281204042	114.29218650098423
267	113.82002158715838	108.03778666080608	110.7177971372775	114.29254002575321
268	113.82428049747482	108.03727517117301	110.71756193846903	114.29235644233678
269	113.82935394008094	108.03674373767609	110.71744920168926	114.29277924466332
270	113.83211255353979	108.03658868968415	110.71710092490774	114.29256786972209
271	113.83521879190553	108.03671094259568	110.71706169548108	114.29209279019956
272	113.8398865301752	108.03636487226466	110.71707474882474	114.29250971756196
273	113.84497678592386	108.0362126870254	110.71683533335573	114.29203952043434
274	113.85881223074075	108.0360689880124	110.71684918280394	114.2916055576114
275	113.8616171782889	108.03618246870201	110.71652096437833	114.29091519077458
276	113.86503447476183	108.03559162858663	110.71633398118635	114.29104285822251
277	113.86795377269407	108.0356311851228	110.71623442601211	114.290854942248
278	113.8717044132025	108.03559897816106	110.71582508931482	114.29033942308703
279	113.87403006993453	108.03536120980145	110.71556854285726	114.28982883908114
280	113.87803204714908	108.03525292593125	110.71541475978994	114.29027741740009
281	113.88187631077322	108.03502895570286	110.71527489588271	114.28964824662113
282	113.88350339606698	108.03477810186047	110.71477844891223	114.2885347865567
283	113.88674677052833	108.0343038981793	110.71468892622215	114.2895392780312
284	113.89033470530512	108.03445157450983	110.71465168935126	114.28968304302711
285	113.89216047951093	108.0342796124466	110.71435868048303	114.28905358421457
286	113.89376069136277	108.03407516819021	110.71426155965553	114.28923732934639
287	113.89618797421639	108.0343190996424	110.71425838441881	114.2889842940522
288	113.89801717317582	108.03404603204463	110.71395902413624	114.2881810079508
289	113.90032391381796	108.03392389768098	110.7138244364169	114.28817544799894
290	113.90338696202045	108.0342667639537	110.71372366961623	114.28786832974632
291	113.90448653552652	108.03398308316366	110.71350235214024	114.28749899069601
292	113.90622241137144	108.03322773749622	110.71331942419242	114.28804806720274
293	113.91122955551484	108.0334886261289	110.71341193923634	114.28838849713635
294	113.91153920385808	108.033378136113	110.7129219856841	114.287442647743
295	113.9150952588658	108.03327709109486	110.71292623502649	114.28785697767869
296	113.91636042459689	108.03307232642979	110.7125902869715	114.2872603053925
297	113.918384726691	108.03273964006114	110.71229941782337	114.28647180579722
298	113.92115224080476	108.03270645854013	110.71209147945967	114.28574021876366
299	113.92229442757095	108.03244282153408	110.71189674992529	114.28556420827904
300	113.92277080318053	108.03252930129241	110.71160213253313	114.28518958781062
