Iteration	access_egress_pt	bike	car	freight	pt	ride	ride_school_bus	ride_taxi	walk
186	967.5603267094768	10644.580313374008	641040.6847938269	21142.293726733657	11061.331708293046	255670.10240628623	5824.368513867218	6964.228731690607	51726.504339724685
187	1487.9356452346253	11151.1971988972	642847.8831939319	21082.386406661153	13053.640811158053	252202.96784428763	5772.675431267771	6998.463773601227	51716.44581045262
188	1247.6822189694285	11346.422530673924	642808.2053521426	21125.11463872125	12211.42281514616	252118.1863624194	5782.2222745516065	7446.187928763331	51410.449008927906
189	1235.1872638286131	12048.870215699248	642497.7297431222	21063.23411428002	12710.14484968842	252586.84471240727	5762.026156450843	5987.09479795203	51704.67986524379
190	914.2647527343969	11575.784711600212	641853.302180902	20946.095547013945	10983.383206490505	253406.1248579267	5818.908042583066	8368.130747844436	51267.91172047309
191	1248.468160176496	11827.289910258467	639952.9911269872	20925.733897825707	12577.765034212456	253874.00980845076	5794.742897283777	7495.741125180658	51392.87608686775
192	1336.1404818718352	11932.14560152904	639998.4225061084	20906.290109173293	11389.681437527854	254593.5011384872	5774.40010395338	6670.036657380362	52254.00769727113
193	1188.3241180331108	11327.565876583254	640727.848368085	21014.487921013275	11165.11722302971	255232.6388713471	5754.523136750705	6992.380322574008	51669.37446408153
194	1062.763700357046	11270.123219100531	639566.4414894863	21010.377633267402	11505.036052685542	256520.24974931192	5741.077138617747	6935.1350742819695	50982.659182506315
195	1205.3970758896608	12762.771820193218	637747.9860860824	21058.032990841362	12027.38886225074	254515.9812903487	5732.119338893015	7871.450688978944	51960.52109647895
196	1187.4935605561157	11354.462082218231	640289.1460220357	21011.34780125378	13041.848713943624	254203.631599899	5724.312415717788	6395.077254990088	51623.04367891688
197	1359.5937888462418	12179.847263837675	639969.2347695421	21017.419719475885	12493.686811683358	253319.80066038689	5727.386793710038	7356.697973973479	51826.59371611226
198	1154.5408325286357	11856.420758527358	638918.5988980379	21046.427747115136	12122.742171078735	254806.66431878845	5761.295014129331	6114.654837814918	52787.322768739396
199	1066.810654949088	10798.320829665872	647510.6031926267	21053.09829304729	11839.60125458682	259115.43465866815	5831.38426186454	7876.744134350798	50639.34476309366
200	1130.6090188173903	11750.774565872922	639236.469250276	21124.052450628744	11867.237475459006	257370.67228897446	5861.83269778924	5632.831121036202	51622.487229381855
201	1141.5492084988475	11933.505639374689	638815.3674651486	21131.756071065553	11238.120629246641	256280.46216089255	5838.9757804524825	7161.256308676933	51311.9237784162
202	1347.277552116189	12315.206190425442	638591.528058913	21070.56235416122	12731.288103555211	254854.51953995324	5839.956542276202	6732.182787767903	52265.76705568831
203	1199.5628217166332	12697.45640814027	638486.8067434758	21050.542982464365	11738.340836543899	256330.57965818554	5821.59428800576	7649.470818282062	50121.51352511597
204	1178.5887173108529	12691.321609031082	638014.6777682618	21061.73632238149	11484.031895137921	255584.0495497171	5853.63626624356	7161.584983899945	51453.87432673988
205	1319.3383227646834	11951.582909610108	636305.5815905748	21044.250457485778	12651.98157276313	258260.03788140716	5833.54871238117	7038.62913464663	51248.6556053889
206	1173.1773251957204	12458.110332530207	635844.850438311	21086.475661247234	12097.51842352912	257248.1877825471	5820.076077028961	6920.798954391799	51998.677441238426
207	1165.9443612099253	12011.998183041964	637924.4226807677	21049.507832506344	11629.150328458421	256473.09378502678	5858.06673059807	7672.677035116454	51450.34835389743
208	1523.0100256663864	11244.815026098768	638716.271211935	21081.416709411227	11935.119369350426	255876.02752001103	5842.181187119802	6438.754287144981	51511.31156069985
209	1045.3222080261985	12108.357402684233	636303.4625103967	21051.014023032316	12248.460243681426	257943.00846951222	5858.498728537344	6373.486229287005	51951.708330305926
210	1177.4682634266055	12158.081390516458	638132.8842199061	21018.928774610817	12200.584707645512	255138.29487645728	5804.5512937125495	7362.320263421626	51397.3502836988
211	1272.2577882028163	12195.950835165955	637919.0749467185	21042.382303959446	12559.184646163061	255578.41463031518	5813.927772816401	6649.596896510566	51412.77924845524
212	1440.9846916792183	12620.81825374911	637011.1298150639	20939.37975431292	12707.451425326388	256030.11508687504	5791.535180120337	5842.637478124453	51793.277276189096
213	1301.8132548606652	11607.343722345939	636983.3613365203	20921.796096403687	11670.366341111085	256924.7714639322	5829.651746166167	7592.935141931898	51482.03273921024
214	1319.0780339199341	11781.18338514004	637660.1478451724	20977.41436222831	11541.850407563557	256174.15679719637	5825.465787548452	7131.9428858309775	50703.41653048219
215	1175.5108700930252	12424.595996549198	637883.3190549468	20953.446897280308	11537.754698629433	255220.60051349516	5834.033276454919	6593.076129626631	52223.20363345641
216	1155.6086172628077	11413.543995708294	647336.4642373599	20915.260742340055	10477.047440536964	256780.7648589737	5937.439257649612	8105.044123738923	52371.693762544295
217	1278.7112448852372	11733.409765009996	636964.9787868094	20898.789140629025	12575.905899513804	256268.04354523693	5893.275223312209	7838.9310513511955	51677.11803571787
218	1200.386657213242	11088.58512298628	640754.5060023929	20899.51136175637	11306.011223975265	253259.0274809975	5881.101075649236	8479.967304005564	51216.62560597431
219	997.8516339544493	11877.961188147206	640212.2360944671	20864.2058754948	10555.733435710483	255159.88121617035	5877.883402730035	7211.648652156181	51418.90975888367
220	935.6167839500288	12330.313494535736	639223.0846068985	20856.810277759454	10332.780947205849	255044.5664522354	5884.431331621671	7398.7485828266235	51408.89764658483
221	1251.2547020949294	11710.115615248109	638938.4829279652	20871.441961296463	10552.421638283276	257753.9845108599	5834.685625136448	6607.453276901558	50407.72190920994
222	1098.0709243832066	12133.862947160493	637789.5637902087	20887.729260442673	11231.52506920071	256867.40298932279	5839.26170300702	6433.099507361952	50967.633880904184
223	1288.9933421757516	11090.603999319874	639415.9970547738	20889.860492295396	12055.203223105053	255593.01174226063	5820.165704873495	6691.917862876249	50916.507697467474
224	1188.9862798966244	12373.786407844655	638101.7725235174	20912.565419761835	10984.929644432203	256067.27879784736	5841.425384338465	6274.481037755163	51725.91794206296
225	1344.361560510116	11980.235812606283	637490.6946607819	20892.53264060861	12509.012643781163	255875.85533481924	5815.269028978717	7333.227644130474	50735.7213354488
226	1220.2213137103392	12094.53950486099	636617.9587275799	21008.009778391497	12424.14276649553	256247.87299285256	5825.438139386341	6682.883108289658	51104.09709616902
227	1215.8838613618582	11955.797996509542	639046.8231193665	20983.00632137823	10968.847285993174	255358.8525425684	5847.661494173748	6380.3328583134835	51438.30568673909
228	1203.0588438527745	11361.13076150045	639327.3196047691	20910.094533561893	11914.380632790924	254170.67539526007	5785.429795746921	6827.3087781061495	51231.31716393992
229	1224.2467286552192	10825.537943086523	640182.3728494545	21031.3983924468	11529.447731075064	255279.88918071694	5804.042397909255	6980.571341082289	51307.04691546089
230	995.891723196425	12156.12574931805	639790.8920181234	20932.297401643784	10402.65200684882	255757.63814214754	5825.645195923694	7297.129510454086	50308.047364653015
231	1015.1404482361497	11243.831402645428	638384.0272416793	21161.523881556062	10716.459905523221	256170.6925025572	5850.339428073347	7268.44612487022	51266.14141512313
232	1111.5316831123419	11975.989681221858	637915.1278619232	21139.742104746045	11384.323441346716	256538.67119508996	5877.199247400873	6503.108433824301	50928.297663162375
233	1191.6484347577375	11739.49407612823	638226.8435235394	21028.135320242607	10707.099163801897	255400.1601984319	5852.044784021427	7684.117441714791	50426.317934185296
234	1321.4378323046612	11803.398371401068	637528.1556097637	21117.96365297874	11460.840067875784	254940.43362379176	5789.025607333291	6832.127181467418	51507.779284197146
235	1158.1424048284537	13153.883097477423	637945.30312378	21056.71347126915	11500.01527969169	254458.83556333423	5814.553042481503	6829.457053569145	50360.643729689495
236	1035.9245313509307	11821.540007756968	638022.4831704182	21005.300409537092	10661.984762503143	254775.70911649556	5852.683564829029	8266.51040518822	50698.026468633114
237	977.469108620849	11923.529461797507	639002.7838710312	20992.5404955973	10900.37612149581	255340.18092210728	5833.936792784112	7120.097172890917	50450.15975744681
238	1141.438963820232	12698.663988703229	636114.2377983123	20898.82391938575	11162.113282283019	256244.5085645634	5845.776707198392	7314.10240342388	51407.799244746675
239	1304.9421043892594	11904.330876641428	636779.8310036204	20853.981563573987	12202.103339561923	256481.18917557126	5840.092400125362	6486.461533502894	50947.73011279809
240	1299.9033193493738	11211.471691359191	636684.0557508676	20920.10903354652	12152.331718196958	257479.03825843174	5865.843007992387	6959.87943996097	50255.408432946424
241	570.4571525040935	9037.160107566553	645472.7776231656	20898.04497204081	7822.71583305111	261538.65464515236	5895.882385941096	2984.8762139658643	47008.46773881652
242	544.3522446683156	9077.80223750458	645890.9883748423	20816.7907221336	7635.520924849468	261352.47293351992	5901.1445191534285	2943.9296006445043	46934.27377321423
243	535.5655371402602	9080.028977964663	645915.0616777632	20815.707358823387	7500.692874969929	261289.1589249428	5902.2166783837365	2894.3253995677496	46858.689526490656
244	541.7142457291789	9085.789146255005	645538.7805885626	20805.909498390356	7392.561027250698	261858.73855006805	5903.0312955089275	2856.1612368203414	46818.50948988062
245	563.0773809495491	9052.85484243631	645120.7562486493	20798.080236318347	7433.289333887965	262181.74211708986	5905.970414983365	2819.2603104638206	46779.93306755878
246	559.772720421618	9038.85856455153	645464.8925410723	20794.114718937824	7400.904034555896	261740.7888742202	5909.308806931868	2796.677438462287	46718.64318087924
247	557.7824651628036	9090.081151203527	645258.0158418966	20789.474611926515	7374.4941620788295	261818.7506219807	5910.731300136915	2761.9740512218264	46672.18128438171
248	557.7824651628036	9096.403812234865	645094.5938276937	20789.474611926515	7374.4941620788295	261932.08926121576	5911.433888731572	2768.7961024241868	46671.239638940904
249	557.7824651628036	9101.564271384172	645670.438441971	20789.474611926515	7373.567635190454	261311.53082299387	5912.318721756645	2739.158013332041	46680.50962525011
250	557.7824651628036	9095.972252274954	645418.42590974	20777.27561337072	7326.5275286429	261563.86127293052	5924.113975061733	2731.6126946783793	46678.94258193108
251	557.7824651628036	9097.751003071719	645439.046478322	20792.165720295685	7326.5275286429	261484.6275819443	5927.290511682876	2724.5246551885284	46666.72363454094
252	557.7824651628036	9092.034537845007	645892.8392041875	20790.42349469527	7326.5275286429	261071.0975264606	5927.290511682876	2706.171389520137	46675.88030839874
253	559.8646389202237	9083.980989832424	645773.5457279347	20783.77012375659	7316.433306467976	261171.06019749885	5927.290511682876	2706.171389520137	46669.21723848621
254	559.8646389202237	9083.980989832424	645626.2720154667	20783.986780429834	7299.38764918049	261171.55264673656	5936.379012687575	2710.7711924085456	46674.24592231778
255	559.8646389202237	9099.684515859408	645495.8224055717	20778.793568755962	7301.188598786815	261219.39786099433	5936.342228133695	2726.8807214143335	46668.72957130765
256	585.9092747717654	9111.427812280945	645352.6426783545	20777.8092347112	7214.649728687027	261432.239950065	5937.591990925816	2712.6802127570913	46642.89030616868
257	613.5530158803525	9106.421686378873	645240.8095049877	20775.259168656623	7248.382343800914	261403.85186862518	5939.443048587671	2690.856517224022	46634.131567294266
258	613.5530158803525	9106.432891026778	645196.1465257992	20775.259168656623	7248.382343800914	261285.10174743005	5939.00738194876	2707.421803107272	46641.690480563506
259	613.5530158803525	9105.738105199474	645193.8093750083	20776.912795789023	7248.382343800914	261267.02740161042	5939.952246792174	2705.1925532169203	46643.80982400596
260	613.5530158803525	9111.600419586623	645268.6128381562	20771.747298084752	7248.382343800914	261122.8268081582	5939.746572017289	2707.283460563589	46637.83058940476
261	612.0215129188755	9093.349948339795	645276.1598347762	20772.128251775488	7226.771759561938	261088.69219163217	5941.452108527668	2680.4864641183367	46642.83470417907
262	612.0215129188755	9118.421080024447	645036.5323784342	20770.267312878572	7226.771759561938	261237.99093973928	5950.2624111134855	2682.187067689909	46622.14263354825
263	612.0215129188755	9121.347291688673	645065.1647528482	20762.125947273387	7207.475673477292	261233.3527423223	5942.76300302203	2678.4254175952506	46614.316653223104
264	612.0215129188755	9121.347291688673	645005.6704414217	20762.832623657774	7187.926214488908	261305.4608322599	5942.76300302203	2678.4254175952506	46612.32854295075
265	612.0215129188755	9113.670451073203	644948.6463041814	20761.86478820831	7187.926214488908	261273.28223723944	5942.76300302203	2682.5603908930116	46611.0507695846
266	610.0177056229895	9113.670451073203	644987.7987002847	20761.684737343432	7189.981571546122	261189.02063119758	5942.800879103512	2679.2057382150283	46604.62836576511
267	610.0177056229895	9113.620833515759	645117.9086124455	20761.659919781992	7189.981571546122	261011.99067398402	5947.60555919517	2679.4890469141683	46611.524182372676
268	610.0177056229895	9080.174086165445	645162.4569175896	20762.413603741297	7189.981571546122	260975.65875106858	5952.261544807001	2675.0183237207266	46617.351607526434
269	610.0177056229895	9089.291316683026	645104.3510546328	20762.366058810167	7189.981571546122	261036.2600822143	5955.7965013642715	2675.0183237207266	46611.71184540014
270	606.4849262486665	9097.354388088028	645025.5209451339	20761.310977484045	7146.076343925154	261133.84314255894	5955.7965013642715	2662.133926985275	46609.26517890448
271	606.4849262486665	9097.354388088028	644903.9588200739	20759.29391703329	7146.076343925154	261207.75734872717	5955.18779824909	2668.04341672419	46605.07256498965
272	606.4849262486665	9091.897536265362	644720.6419872161	20758.18680042843	7146.076343925154	261349.7761606531	5958.568008420529	2673.3012501622666	46606.59462017896
273	606.4849262486665	9091.897536265362	644566.3477977775	20757.856511266546	7140.385858322441	261437.62910681608	5957.871131338564	2665.2317978803594	46601.245161074665
274	606.4849262486665	9113.265510789703	644542.1455565304	20757.985985143765	7140.385858322441	261429.8763577396	5957.031382614227	2671.8225305919655	46596.38897412955
275	606.4849262486665	9113.265510789703	644534.2663393896	20757.974730757745	7163.180454556722	261350.8135363862	5973.231817147854	2671.8225305919655	46598.70209074939
276	606.4849262486665	9106.505808465961	644499.2514360653	20757.974730757745	7163.180454556722	261326.80512661094	5980.820915791666	2680.533486268527	46596.92686135925
277	606.4849262486665	9106.505808465961	644420.1439020592	20754.035957589036	7163.180454556722	261405.2359582431	5979.225152574735	2688.733734221138	46586.6267654242
278	606.4849262486665	9121.334482389393	644358.113198997	20747.914438391286	7163.180454556722	261371.45861156812	5979.225152574735	2693.9526845438854	46569.591817459666
279	606.4849262486665	9114.744998457249	644168.9165887707	20748.919949551164	7164.941451282224	261464.4805845228	5979.315912618762	2689.6642778525515	46578.42439526361
280	606.4849262486665	9120.724390381358	644066.138263739	20749.122118108844	7164.941451282224	261477.09228473305	5976.652970131717	2689.6642778525515	46572.15260823842
281	606.4849262486665	9120.724390381358	644083.2956693401	20748.813927194788	7164.941451282224	261452.55246590477	5978.472393138776	2685.8341344813034	46567.792516602865
282	608.5151973383994	9106.55595657993	644025.6741989263	20744.83513142963	7166.798227595372	261498.96681753648	5982.03191652901	2684.4244088319765	46572.366148272944
283	610.5847645229401	9124.282395213257	644011.4445374404	20744.638811119385	7195.338454255963	261427.03212433888	5974.789149496586	2680.963347855897	46567.77345267328
284	610.5847645229401	9112.96653688151	644052.6955278824	20744.500215669937	7214.471755454757	261325.54159286487	5974.789149496586	2684.12367476445	46561.871979816606
285	610.5847645229401	9112.96653688151	643912.8269990379	20737.404747449764	7213.981522126223	261403.12265667316	5972.308220123103	2677.8296149699636	46566.77567269101
286	610.5847645229401	9112.96653688151	643675.6028518531	20737.978235795377	7213.981522126223	261624.05988524648	5972.308958263581	2676.299930256358	46565.39767927124
287	610.5847645229401	9112.96653688151	643659.6405324411	20737.978235795377	7213.981522126223	261596.7046424525	5971.071111243823	2678.5776767005136	46560.35910997974
288	610.5847645229401	9119.84120148364	643596.9435490791	20737.78159096599	7213.981522126223	261620.77480152657	5974.480179884355	2676.326703977302	46559.17969087195
289	610.5847645229401	9126.600903807379	643561.046505503	20737.78159096599	7218.813975418972	261658.79112750152	5962.773402607899	2676.326703977302	46555.20024230536
290	610.5847645229401	9126.600903807379	643886.6604522449	20737.999787002773	7218.813975418972	261297.3666456081	5962.98192050718	2671.7023494926566	46558.857498381214
291	610.5847645229401	9126.600903807379	643777.9953641954	20737.999787002773	7218.813975418972	261327.1245077393	5965.186600595419	2669.876701058856	46555.78293433323
292	610.5847645229401	9126.600903807379	643723.9680097013	20738.20648156392	7218.813975418972	261434.46395922103	5965.186545598188	2669.316912353084	46558.056250926966
293	610.5847645229401	9126.600903807379	643666.8736389208	20738.515955453302	7218.813975418972	261431.86987438097	5961.227911181336	2669.316912353084	46558.056250926966
294	610.5847645229401	9126.600903807379	643667.1155419848	20738.448526208493	7218.813975418972	261369.3923978969	5966.360617839375	2670.9924194597743	46555.35683549121
295	610.5847645229401	9126.600903807379	643645.8059096463	20738.448526208493	7180.3616735635205	261362.81645084906	5974.5266829471775	2670.8983585966585	46551.69337547468
296	610.5847645229401	9133.894673006676	643547.0455973954	20738.448526208493	7180.3616735635205	261421.41731189666	5977.194606255717	2685.5580883154958	46548.34191297803
297	610.5847645229401	9125.268159981008	643499.298389034	20734.66520429002	7180.3616735635205	261418.958040555	5976.540438312372	2685.5580883154958	46555.655994644134
298	608.5151973383994	9119.138671179899	643402.3533432912	20734.67087805772	7142.016247484594	261492.94196674152	5981.3113377348345	2688.820203553516	46552.38374158673
299	608.5151973383994	9113.303865089094	643385.6820888167	20734.67087805772	7142.016247484594	261525.54248648905	5996.611478859742	2688.820203553516	46561.82722446919
300	608.5151973383994	9113.303865089094	643379.4863369317	20735.41114156145	7142.016247484594	261515.59626016178	5997.658979793134	2688.873407691211	46567.09613154252
